Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Persona asignada,ID de la persona asignada,Informador,ID del informador,Prioridad,Estado,Resolución,Creada,Actualizada,Fecha de vencimiento
Historia,MP-36,10035,RF-27 — Revocar el consentimiento otorgado,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:01 PM,09/ago/26 5:46 PM,
Subtarea,MP-37,10036,Validar campos obligatorios,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:20 PM,09/ago/26 1:20 PM,
Subtarea,MP-38,10037,Registrar consentimiento con marca temporal y versión de términos,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:21 PM,09/ago/26 1:21 PM,
Subtarea,MP-39,10038,Devolver veredicto en 3 niveles,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:22 PM,09/ago/26 1:22 PM,
Subtarea,MP-40,10039,Adjuntar explicación de máximo 60 palabras,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:22 PM,09/ago/26 1:22 PM,
Subtarea,MP-41,10040,Registrar el par evaluado para el protocolo de medición,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:22 PM,09/ago/26 1:22 PM,
Subtarea,MP-42,10041,Ocultar contacto por defecto,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:25 PM,09/ago/26 1:25 PM,
Subtarea,MP-43,10042,Permitir excepción acotada para avisos de extravío,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:25 PM,09/ago/26 1:25 PM,
Subtarea,MP-44,10043,Rechazar según los 5 criterios enumerados,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:27 PM,09/ago/26 1:27 PM,
Subtarea,MP-45,10044,Devolver la razón del rechazo (RNF-14),,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:27 PM,09/ago/26 1:27 PM,
Subtarea,MP-46,10045,Transición entre las 4 etapas,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:28 PM,09/ago/26 1:28 PM,
Subtarea,MP-47,10046,Notificación al cambiar de etapa,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:28 PM,09/ago/26 1:28 PM,
Subtarea,MP-48,10047,Bloquear retroceso de etapa,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:28 PM,09/ago/26 1:28 PM,
Subtarea,MP-49,10048,Enviar mensaje sin exponer datos de contacto,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:31 PM,09/ago/26 1:31 PM,
Subtarea,MP-50,10049,Notificar de forma inmediata al publicador,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:31 PM,09/ago/26 1:31 PM,
Subtarea,MP-51,10050,Cambiar estado a revocado reversible 30 días,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:47 PM,09/ago/26 1:47 PM,
Subtarea,MP-52,10051,Despublicar en cascada,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:47 PM,09/ago/26 1:47 PM,
Subtarea,MP-53,10052,Notificar a contrapartes de procesos en curso,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 1:47 PM,09/ago/26 1:47 PM,
Tarea,MP-55,10054,EV-02 — Entrevista a propietario de mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:21 PM,09/ago/26 4:16 PM,
Tarea,MP-56,10055,CU-01 — Registrar mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:28 PM,09/ago/26 5:19 PM,
Tarea,MP-57,10056,CP-01 — Caso de prueba de RF-01,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:30 PM,09/ago/26 2:30 PM,
Tarea,MP-58,10057,EV-01 — Evidencia de veterinario,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:38 PM,09/ago/26 4:18 PM,
Tarea,MP-59,10058,CU-02 — Registrar historial médico y antecedentes genéticos,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:38 PM,09/ago/26 4:16 PM,
Tarea,MP-60,10059,CP-02 — Caso de prueba de RF-02,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:39 PM,09/ago/26 2:39 PM,
Tarea,MP-61,10060,EV-05 — Evidencia de adoptante,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:43 PM,09/ago/26 2:43 PM,
Tarea,MP-62,10061,CU-10 — Consultar perfil médico,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:44 PM,09/ago/26 2:44 PM,
Tarea,MP-63,10062,CP-03 — Caso de prueba de RF-03,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:45 PM,09/ago/26 2:45 PM,
Tarea,MP-64,10063,CU-11 — Buscar mascota disponible,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:50 PM,09/ago/26 2:50 PM,
Tarea,MP-65,10064,CP-04 — Caso de prueba de RF-04,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:50 PM,09/ago/26 2:50 PM,
Tarea,MP-66,10065,EV-07 — Cuestionario a usuarios potenciales,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:53 PM,09/ago/26 2:53 PM,
Tarea,MP-67,10066,EV-07 — Evidencia de refugio de animales,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:55 PM,09/ago/26 4:05 PM,
Tarea,MP-68,10067,CU-04 — Publicar mascota en adopción,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:56 PM,09/ago/26 4:39 PM,
Tarea,MP-69,10068,CP-05 — Caso de prueba de RF-05,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:56 PM,09/ago/26 2:56 PM,
Tarea,MP-70,10069,CU-13 — Evaluar compatibilidad de cruza — verificación de parentesco,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 2:59 PM,09/ago/26 5:27 PM,
Tarea,MP-71,10070,CP-06a — Compatibilidad: compatible,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:04 PM,09/ago/26 3:04 PM,
Tarea,MP-72,10071,CP-06b — Compatibilidad: compatible con reservas,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:06 PM,09/ago/26 3:06 PM,
Tarea,MP-73,10072,CP-06c — Compatibilidad: no recomendado,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:06 PM,09/ago/26 3:06 PM,
Tarea,MP-74,10073,CU-08 — Gestionar comunicación entre usuarios,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:40 PM,09/ago/26 3:40 PM,
Tarea,MP-75,10074,EV-03 — Evidencia de interesado en cruza,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:42 PM,09/ago/26 4:55 PM,
Tarea,MP-76,10075,CU-05 — Publicar mascota para cruza y gestionar solicitud,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:43 PM,09/ago/26 4:55 PM,
Tarea,MP-77,10076,CP-08 — Caso de prueba de RF-08,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:43 PM,09/ago/26 3:43 PM,
Tarea,MP-78,10077,CU-09 — Validar información médica,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:47 PM,09/ago/26 3:47 PM,
Tarea,MP-79,10078,CP-09 — Caso de prueba de RF-09,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:48 PM,09/ago/26 3:48 PM,
Tarea,MP-80,10079,EV-04 — Evidencia de propietario de mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:54 PM,09/ago/26 3:54 PM,
Tarea,MP-81,10080,CU-12 — Recordatorios de controles preventivos,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:55 PM,09/ago/26 3:55 PM,
Tarea,MP-82,10081,CP-10 — Caso de prueba de RF-10,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:55 PM,09/ago/26 3:55 PM,
Tarea,MP-83,10082,RL-01 / LOPDP art. 12 — Base legal de privacidad,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 3:56 PM,09/ago/26 3:56 PM,
Tarea,MP-84,10083,CU-06 — Configuración de privacidad,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:02 PM,09/ago/26 4:02 PM,
Tarea,MP-85,10084,CP-11 — Caso de prueba de RF-11,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:02 PM,09/ago/26 4:02 PM,
Tarea,MP-86,10085,CU-01 (RF-12) — Verificación de contacto,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:06 PM,09/ago/26 4:06 PM,
Tarea,MP-87,10086,CP-12 — Caso de prueba de RF-12,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:07 PM,09/ago/26 4:07 PM,
Tarea,MP-88,10087,RL-02 / LOPDP art. 15 — Fuente legal de RF-14,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:12 PM,09/ago/26 4:12 PM,
Tarea,MP-89,10088,CU-03 — Cargar documento veterinario y carnet de vacunación,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:12 PM,09/ago/26 5:34 PM,
Tarea,MP-90,10089,CP-14 — Caso de prueba de RF-14,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:13 PM,09/ago/26 4:13 PM,
Tarea,MP-91,10090,CU-07 — Consultar historial de procesos de adopción y cruza,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:15 PM,09/ago/26 5:25 PM,
Tarea,MP-92,10091,CP-16 — Caso de prueba de RF-16,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:17 PM,09/ago/26 4:17 PM,
Tarea,MP-93,10092,CP-17 — Caso de prueba de RF-17,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:19 PM,09/ago/26 4:19 PM,
Tarea,MP-94,10093,EV-11 — Evidencia de propietaria de mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:38 PM,09/ago/26 4:38 PM,
Tarea,MP-95,10094,CP-18 — Caso de prueba de RF-18,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:39 PM,09/ago/26 4:39 PM,
Tarea,MP-96,10095,CP-19 — Caso de prueba de RF-19,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:55 PM,09/ago/26 4:55 PM,
Tarea,MP-97,10096,EV-13 — Evidencia de propietario de mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:59 PM,09/ago/26 4:59 PM,
Tarea,MP-98,10097,CU-20 — Coordinar encuentro de socialización,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 4:59 PM,09/ago/26 4:59 PM,
Tarea,MP-99,10098,CP-20 — Caso de prueba de RF-20,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:00 PM,09/ago/26 5:00 PM,
Tarea,MP-100,10099,EV-16 — Evidencia asociada al registro de microchip,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:19 PM,09/ago/26 5:40 PM,
Tarea,MP-101,10100,CP-21 — Caso de prueba de RF-21,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:20 PM,09/ago/26 5:20 PM,
Tarea,MP-102,10101,EV-10 — Evidencia de propietario de mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:25 PM,09/ago/26 5:25 PM,
Tarea,MP-103,10102,CP-22 — Caso de prueba de RF-22,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:26 PM,09/ago/26 5:26 PM,
Tarea,MP-104,10103,EV-09 — Evidencia de propietario de mascota,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:27 PM,09/ago/26 5:27 PM,
Tarea,MP-105,10104,CP-23 — Caso de prueba de RF-23,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:28 PM,09/ago/26 5:28 PM,
Tarea,MP-106,10105,CP-24 — Caso de prueba de RF-24,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:35 PM,09/ago/26 5:35 PM,
Tarea,MP-107,10106,CU-14 — Publicar aviso de mascota extraviada,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:39 PM,09/ago/26 5:39 PM,
Tarea,MP-108,10107,CP-25 — Caso de prueba de RF-25,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:39 PM,09/ago/26 5:39 PM,
Tarea,MP-109,10108,RFC-01 — Canal mediado para avisos de mascota extraviada,,,JIMMY SAMUEL NIEVES SANCHEZ,712020:2db4bb45-0cb8-435e-b950-4cc9a3a4f11e,Medium,Por hacer,,09/ago/26 5:43 PM,09/ago/26 5:43 PM,
